    0     54
    1      3
    0     15
    0     56
    1     60
    1     37
    6     79
    5     26
    1     22
    8     18
    6      7
    3     61
    6     71
    6     57
    9     66
   14     80
   14     48
    1     75
   17     30
    8     26
   20     65
    3     35
   11     73
   20     11
   20     67
    0     72
   10     14
   23     16
   24     62
   29     49
   21     18
    8      1
   24     15
   15      4
   31     42
    6     67
   20      1
   10     39
   27      5
   28     42
   32     46
   16     69
    2     68
    1     72
   18     72
   28     14
   14     24
   38     31
   23     27
    1     97
   13     42
   11     43
   39     35
   49     32
   52     10
    5     18
   49     17
   55      7
    4     79
   33     45
   21     52
   39     53
   25     74
   17     28
    0     33
   32     42
   66      0
   11     71
   17     59
   21      1
   29      9
   50     28
   35     37
    0      5
   46     12
   42     21
    1     76
   37     55
   21     42
   68     23
   39     56
   60     24
   17     43
   70     28
   83      3
   33     38
   63      7
   38      1
   47     35
    9     49
   78      2
   25     47
   42     42
   79     17
   39     45
   93      0
   31      8
    5     48
   63     26
   23     35
