    3.000    1.000    5.000
    1.000    2.000    5.000
    5.000    3.000   10.000
    9.000    2.000   26.000
    4.000   19.000    3.000
    4.000    9.000    4.000
   10.000    3.000   13.000
    7.000    1.000    8.000
    1.000    3.000   20.000
    6.000   14.000    4.000
    2.000    3.000    6.000
    4.000    5.000    7.000
    3.000    1.000   55.000
    6.000   14.000   18.000
    3.000   17.000   14.000
    6.000    3.000    2.000
    3.000    1.000   25.000
    6.000    2.000    1.000
    7.000    6.000    8.000
    8.000    4.000   13.000
    2.000   12.000   12.000
    2.000    2.000   10.000
    1.000    1.000    4.000
    6.000    4.000    7.000
    1.000    7.000   52.000
    1.000    1.000    1.000
   13.000   10.000    5.000
    3.000    6.000    8.000
    1.000    4.000   34.000
    3.000    1.000    1.000
