   9.5056   100.0    0.00
  10.0964   100.0    0.00
   6.5666   100.0    0.00
   7.0425   100.0    0.00
   7.6877   100.0    0.00
   7.5573   100.0    0.00
  12.6314   100.0    0.00
   6.9631   200.0    0.00
   4.7607   200.0    0.00
   7.8877   200.0    0.00
   6.7968   200.0    0.00
   5.5212   200.0    0.00
   6.4215   200.0    0.00
   6.2853   200.0    0.00
   3.9377   400.0    0.00
   4.7631   400.0    0.00
   4.6012   400.0    0.00
   2.2836   400.0    0.00
   4.8715   400.0    0.00
   3.5523   400.0    0.00
   5.7280   400.0    0.00
   0.7394   800.0    0.00
   1.0002   800.0    0.00
   1.2599   800.0    0.00
   1.2276   800.0    0.00
   0.5266   800.0    0.00
   0.9227   800.0    0.00
   1.2471   800.0    0.00
   8.7056   100.0   12.50
  10.2268   100.0   12.50
   7.8896   100.0   12.50
   5.8695   100.0   12.50
   8.1247   100.0   12.50
   6.8524   100.0   12.50
   9.3634   100.0   12.50
   3.0656   200.0   25.00
   4.1581   200.0   25.00
   3.3815   200.0   25.00
   4.5151   200.0   25.00
   4.5303   200.0   25.00
   4.8313   200.0   25.00
   3.7589   200.0   25.00
   0.4707   400.0   50.00
   0.4413   400.0   50.00
   0.7535   400.0   50.00
   0.8625   400.0   50.00
   0.6952   400.0   50.00
   0.9764   400.0   50.00
   0.7947   400.0   50.00
