    1.0000    17.000    1.0000    1.0000
    2.0000    3.0000    1.0000    1.0000
    3.0000    1.0000    1.0000    1.0000
    1.0000    25.000    1.0000    2.0000
    2.0000    10.000    1.0000    2.0000
    3.0000    4.0000    1.0000    2.0000
    1.0000    32.000    1.0000    3.0000
    2.0000    21.000    1.0000    3.0000
    3.0000    8.0000    1.0000    3.0000
    1.0000    3.0000    1.0000    4.0000
    2.0000    1.0000    1.0000    4.0000
    3.0000    0.0000    1.0000    4.0000
    1.0000    22.000    2.0000    1.0000
    2.0000    10.000    2.0000    1.0000
    3.0000    5.0000    2.0000    1.0000
    1.0000    36.000    2.0000    2.0000
    2.0000    12.000    2.0000    2.0000
    3.0000    2.0000    2.0000    2.0000
    1.0000    28.000    2.0000    3.0000
    2.0000    31.000    2.0000    3.0000
    3.0000    8.0000    2.0000    3.0000
    1.0000    15.000    2.0000    4.0000
    2.0000    10.000    2.0000    4.0000
    3.0000    10.000    2.0000    4.0000
