    3.975   1.000   1.000
    4.237   1.000   1.000
    6.169   1.000   2.000
    6.380   1.000   2.000
   10.167   1.000   3.000
   10.109   1.000   3.000
    5.614   2.000   1.000
    4.352   2.000   1.000
    6.475   2.000   2.000
    8.430   2.000   2.000
   11.248   2.000   3.000
   10.451   2.000   3.000
    4.263   3.000   1.000
    4.178   3.000   1.000
    8.014   3.000   2.000
    8.931   3.000   2.000
   12.251   3.000   3.000
    9.676   3.000   3.000
    5.802   4.000   1.000
    4.336   4.000   1.000
   10.253   4.000   2.000
    6.958   4.000   2.000
   11.501   4.000   3.000
   12.539   4.000   3.000
