  1.151   0.1000   10.449
  1.911   0.2000   10.975
  2.653   0.3000    7.837
  3.248   0.4000    8.260
  5.610   0.5000    8.833
  4.253   0.6000    8.718
  9.552   0.7000   13.228
  7.504   0.8000   10.704
  7.893   0.9000    7.951
 13.117   1.0000   11.860
 13.465   1.1000   10.496
 10.167   1.2000    8.902
  8.742   1.3000   10.027
  8.849   1.4000    9.857
 15.057   1.5000   10.528
 21.016   1.6000   12.362
 18.267   1.7000   12.003
 14.510   1.8000    6.852
 23.820   1.9000   12.603
 12.456   2.0000    9.672
 26.470   2.1000   14.507
 14.687   2.2000    7.915
 26.017   2.3000   10.002
 36.700   2.4000   12.079
 39.255   2.5000   11.821
 12.087   2.6000    6.213
 31.016   2.7000    9.381
 44.583   2.8000   11.977
 24.872   2.9000   11.949
 42.424   3.0000   13.688
