    9.151   21.30
    9.705   21.27
    7.679   20.16
    7.820   20.44
    7.690   21.14
    8.238   20.48
   11.797   21.43
    9.125   21.58
    7.632   20.32
    9.990   21.87
    9.238   21.26
    8.507   20.39
    9.004   21.02
    8.108   21.75
    9.416   21.11
   10.520   21.84
    9.593   22.41
    7.195   19.66
   10.426   22.18
    9.112   20.56
   11.893   22.61
    7.975   19.94
    8.755   21.25
   10.611   21.47
   10.763   21.06
    6.801   19.41
    8.808   20.57
   10.170   21.81
   10.232   21.72
   10.931   22.76
