    5.325   2.914
    5.687   2.962
    4.219   2.856
    4.530   2.977
    4.917   3.075
    4.959   2.792
    7.314   3.415
    6.152   3.282
    4.875   2.763
    6.930   3.258
    6.348   3.109
    5.651   3.070
    6.313   3.118
    6.328   3.087
    6.764   2.999
    7.781   3.372
    7.701   3.590
    5.226   2.865
    8.202   3.374
    6.836   3.177
    9.353   3.588
    6.158   3.171
    7.301   3.296
    8.439   3.204
    8.410   3.501
    5.706   3.058
    7.391   3.111
    8.788   3.520
    8.875   3.476
    9.844   3.782
    8.608   3.495
    7.554   3.405
    8.943   3.467
    8.316   3.555
    9.851   3.879
    7.666   3.330
    8.858   3.596
    8.182   3.418
    9.415   3.625
    9.530   3.509
    9.931   3.802
    8.959   3.490
    7.653   3.344
    7.606   3.450
    9.267   3.574
    9.912   3.876
    9.176   3.538
   10.682   3.634
    9.874   3.718
    8.220   3.371
