    56.330    31.00
   100.544    37.00
    60.163    10.00
   172.399    13.00
   121.640    19.00
   152.980    19.00
    83.019    55.00
    51.493    40.00
    91.532    16.00
    85.855    52.00
   107.972    41.00
   165.459    26.00
    53.747    38.00
   106.360    38.00
    48.826    45.00
    24.971    60.00
    30.185    59.00
    99.099    20.00
    19.874    65.00
    46.021    42.00
    23.410    71.00
   106.640    29.00
   117.435    48.00
    23.495    67.00
    47.352    66.00
   114.437    27.00
   134.554    46.00
    20.587    70.00
    25.043    71.00
    30.079    79.00
    47.501    66.00
    51.171    45.00
    25.183    70.00
    80.322    57.00
    39.163    81.00
    47.786    44.00
    32.579    65.00
    26.599    51.00
    40.195    74.00
    36.674    75.00
    13.926    81.00
    29.672    62.00
    70.150    45.00
    66.482    45.00
    10.185    65.00
    43.928    77.00
    33.647    62.00
    36.772    89.00
    41.000    73.00
    96.474    51.00
    24.557    64.00
    20.652    63.00
    28.217    90.00
    48.246   100.00
    20.480   103.00
    37.563    61.00
    32.300   101.00
    12.879   106.00
    23.160    63.00
    25.369    88.00
    36.343    78.00
    38.928    94.00
    19.353    83.00
    22.966    78.00
    32.808    65.00
    12.114    90.00
    41.643   117.00
    36.211    76.00
    37.206    82.00
    23.185    85.00
    51.563    92.00
    36.570   107.00
    25.015    97.00
    41.335    74.00
    46.398   106.00
    30.508   104.00
    30.912    78.00
    35.720   102.00
    31.515    92.00
    35.981   123.00
    27.732   105.00
    38.538   119.00
    44.427    93.00
    44.048   126.00
    39.206   134.00
     7.431   106.00
    31.973   123.00
    28.769   110.00
    43.195   116.00
    14.070    95.00
    22.597   135.00
    32.373   105.00
    33.699   110.00
    39.639   137.00
   105.000   116.00
    15.616   145.00
    25.885   113.00
    22.548   100.00
    24.624   131.00
    41.639   112.00
