    20.000    1.0000    1.0000    1.0000    1.0000    1.0000
    13.000    1.0000    2.0000    1.0000    1.0000    1.0000
    8.0000    1.0000    3.0000    2.0000    1.0000    1.0000
    6.0000    1.0000    4.0000    2.0000    1.0000    1.0000
    34.000    2.0000    1.0000    1.0000    1.0000    1.0000
    31.000    2.0000    2.0000    1.0000    1.0000    1.0000
    17.000    2.0000    3.0000    2.0000    1.0000    1.0000
    12.000    2.0000    4.0000    2.0000    1.0000    1.0000
    8.0000    1.0000    1.0000    1.0000    2.0000    1.0000
    8.0000    1.0000    2.0000    1.0000    2.0000    1.0000
    4.0000    1.0000    3.0000    2.0000    2.0000    1.0000
    0.0000    1.0000    4.0000    2.0000    2.0000    1.0000
    69.000    2.0000    1.0000    1.0000    2.0000    1.0000
    55.000    2.0000    2.0000    1.0000    2.0000    1.0000
    60.000    2.0000    3.0000    2.0000    2.0000    1.0000
    21.000    2.0000    4.0000    2.0000    2.0000    1.0000
    4.0000    1.0000    1.0000    1.0000    3.0000    1.0000
    12.000    1.0000    2.0000    1.0000    3.0000    1.0000
    5.0000    1.0000    3.0000    2.0000    3.0000    1.0000
    1.0000    1.0000    4.0000    2.0000    3.0000    1.0000
    18.000    2.0000    1.0000    1.0000    3.0000    1.0000
    13.000    2.0000    2.0000    1.0000    3.0000    1.0000
    8.0000    2.0000    3.0000    2.0000    3.0000    1.0000
    4.0000    2.0000    4.0000    2.0000    3.0000    1.0000
    2.0000    1.0000    1.0000    1.0000    1.0000    2.0000
    0.0000    1.0000    2.0000    1.0000    1.0000    2.0000
    3.0000    1.0000    3.0000    2.0000    1.0000    2.0000
    0.0000    1.0000    4.0000    2.0000    1.0000    2.0000
    11.000    2.0000    1.0000    1.0000    1.0000    2.0000
    5.0000    2.0000    2.0000    1.0000    1.0000    2.0000
    15.000    2.0000    3.0000    2.0000    1.0000    2.0000
    1.0000    2.0000    4.0000    2.0000    1.0000    2.0000
    1.0000    1.0000    1.0000    1.0000    2.0000    2.0000
    0.0000    1.0000    2.0000    1.0000    2.0000    2.0000
    1.0000    1.0000    3.0000    2.0000    2.0000    2.0000
    0.0000    1.0000    4.0000    2.0000    2.0000    2.0000
    20.000    2.0000    1.0000    1.0000    2.0000    2.0000
    4.0000    2.0000    2.0000    1.0000    2.0000    2.0000
    32.000    2.0000    3.0000    2.0000    2.0000    2.0000
    5.0000    2.0000    4.0000    2.0000    2.0000    2.0000
    4.0000    1.0000    1.0000    1.0000    3.0000    2.0000
    0.0000    1.0000    2.0000    1.0000    3.0000    2.0000
    3.0000    1.0000    3.0000    2.0000    3.0000    2.0000
    1.0000    1.0000    4.0000    2.0000    3.0000    2.0000
    10.000    2.0000    1.0000    1.0000    3.0000    2.0000
    3.0000    2.0000    2.0000    1.0000    3.0000    2.0000
    8.0000    2.0000    3.0000    2.0000    3.0000    2.0000
    4.0000    2.0000    4.0000    2.0000    3.0000    2.0000
