    7.000   1.000   1.000   1.000
   10.000   2.000   1.000   1.000
    6.000   3.000   1.000   1.000
    6.000   1.000   2.000   1.000
   10.000   2.000   2.000   1.000
   14.000   3.000   2.000   1.000
    9.000   1.000   1.000   2.000
   10.000   2.000   1.000   2.000
    7.000   3.000   1.000   2.000
   10.000   1.000   2.000   2.000
   13.000   2.000   2.000   2.000
   15.000   3.000   2.000   2.000
    6.000   1.000   1.000   3.000
    9.000   2.000   1.000   3.000
   10.000   3.000   1.000   3.000
   11.000   1.000   2.000   3.000
   14.000   2.000   2.000   3.000
   13.000   3.000   2.000   3.000
    9.000   1.000   1.000   4.000
    9.000   2.000   1.000   4.000
   12.000   3.000   1.000   4.000
    6.000   1.000   2.000   4.000
   12.000   2.000   2.000   4.000
   18.000   3.000   2.000   4.000

