    5.961    1.000   1.1135   1.000
    8.973    2.000  -0.6051   1.000
   11.953    3.000  -0.1048   1.000
   14.336    4.000   1.0251   1.000
   16.261    5.000  -0.2139   1.000
   20.042    6.000   1.8819   2.000
   26.806    7.000  -0.4512   2.000
   24.288    8.000  -1.6041   2.000
   28.493    9.000   0.3530   2.000
   31.523   10.000  -0.7069   2.000
   35.258   11.000   0.1294   3.000
   38.548   12.000  -1.8094   3.000
   38.063   13.000  -1.0313   3.000
   32.965   14.000   0.1759   3.000
   46.347   15.000   0.2892   3.000
   49.403   16.000  -0.3134   4.000
   43.325   17.000   1.0581   4.000
   55.145   18.000  -0.5787   4.000
   53.967   19.000  -0.7444   4.000
   59.595   20.000  -0.8366   4.000
   60.040   21.000  -1.4069   5.000
   65.304   22.000   0.3512   5.000
   64.448   23.000   0.7154   5.000
   77.221   24.000   0.3009   5.000
   85.875   25.000   0.6114   5.000
   69.582   26.000   1.5003   6.000
   82.960   27.000   0.1782   6.000
   82.817   28.000   0.7298   6.000
   77.940   29.000  -0.3430   6.000
   77.050   30.000  -0.5531   6.000
