    5        1        1     3        1
    6        1        1     5        3
    3        1        1     1        4
    3        1        1     4        4
    4        1        1     6        5
    4        1        1     2        5

    8        1        2     2        6
    7        1        2     6        3
    4        1        2     4        1
    8        1        2     5        4
    6        1        2     1        6
    5        1        2     3        3

    7        1        3     6        2
    7        1        3     1        3
    8        1        3     5        5
    9        1        3     3        5
    9        1        3     4        2
    5        1        3     2        1

    8        2        1     1        5
    6        2        1     4        5
    8        2        1     3        2
    4        2        1     2        3
    6        2        1     5        1
    8        2        1     6        6

   10        2        2     4        3
   11        2        2     6        4
    7        2        2     3        6
   12        2        2     1        1
   13        2        2     5        2
   10        2        2     2        2

   11        2        3     1        2
   14        2        3     6        1
   11        2        3     5        6
   15        2        3     2        4
   12        2        3     3        4
   13        2        3     4        6
