   4.312    5.4494
   3.476    5.9746
   4.882    2.8370
   3.974    3.2600
   2.220    3.8335
   3.344    3.7176
   3.217    8.2279
   4.655    5.7038
   5.330    2.9509
   5.642    6.8597
   2.741    5.4960
   5.122    3.9015
   5.647    5.0268
   2.589    4.8566
   4.166    5.5282
  28.837    8.5436
  28.725    8.0039
   4.335    0.2785
  29.541    8.9052
  13.196    4.5078
  39.219   11.7602
  14.169    1.8729
  17.037    5.0027
  27.066    8.1184
  26.187    7.7314
   4.044    0.1500
  17.281    4.0722
  27.812    7.9648
  22.369    7.9239
  36.226   10.5316
  10.633    6.2708
   2.315    3.3850
  10.465    6.6067
   7.228    4.7891
  14.974    8.3763
   6.561    2.6639
  11.024    5.3954
   5.406    3.4538
  12.782    6.2877
  15.336    6.3257
  10.413    7.0782
   9.888    4.3972
   4.457    0.8836
   4.706    0.5157
   5.315    4.4183
