  2.000   1.000   1.000    8.000
  3.000   2.000   1.000    8.000
  1.000   3.000   1.000    8.000
  1.000   4.000   1.000    8.000
  2.000   5.000   1.000    8.000
  1.000   6.000   1.000    8.000
  3.000   1.000   2.000   12.000
  4.000   2.000   2.000   12.000
  2.000   3.000   2.000   12.000
  1.000   4.000   2.000   12.000
  2.000   5.000   2.000   12.000
  1.000   6.000   2.000   12.000
  3.000   1.000   3.000   16.000
  5.000   2.000   3.000   16.000
  1.000   3.000   3.000   16.000
  2.000   4.000   3.000   16.000
  2.000   5.000   3.000   16.000
  2.000   6.000   3.000   16.000
  4.000   1.000   4.000   24.000
  6.000   2.000   4.000   24.000
  2.000   3.000   4.000   24.000
  2.000   4.000   4.000   24.000
  2.000   5.000   4.000   24.000
  3.000   6.000   4.000   24.000
