   2.0218   1.906   0.115919
   1.5886   2.009  -0.420002
   1.2479   1.468  -0.219758
   1.5660   1.531   0.034863
   1.6634   1.621   0.041906
   1.2803   1.603  -0.322508
   2.3707   2.516  -0.145592
   1.8901   1.955  -0.064842
   1.6383   1.485   0.153741
   2.4393   2.195   0.244805
   1.9341   1.915   0.019362
   1.7621   1.633   0.129529
   2.1173   1.827   0.290303
   1.8588   1.796   0.062610
   1.9325   1.921   0.011497
   2.6838   2.308   0.376108
   2.0559   2.226  -0.170205
   1.3724   1.330   0.042341
   2.2019   2.364  -0.162118
   1.3668   1.763  -0.396473
   2.9540   2.860   0.094369
   1.5045   1.479   0.025239
   1.5811   1.822  -0.241371
   2.3108   2.243   0.067642
   2.3137   2.186   0.127696
   1.4743   1.248   0.226593
   1.8451   1.713   0.132273
   2.0065   2.220  -0.213859
   1.9901   2.214  -0.224135
   2.6429   2.635   0.008167
   2.1329   2.017   0.115806
   1.5851   1.601  -0.016200
   2.1518   2.072   0.079701
   1.8373   1.792   0.045673
   2.2268   2.387  -0.160369
   1.6539   1.512   0.142389
   1.8163   1.881  -0.064377
   1.8634   1.610   0.253254
   2.0982   2.020   0.078339
   1.8692   2.026  -0.156783
   2.1465   2.152  -0.005248
   1.8155   1.736   0.079141
   1.1180   1.311  -0.192846
   1.3623   1.273   0.089475
   1.6150   1.739  -0.124290
   1.9371   1.940  -0.002529
   1.6318   1.641  -0.009066
   2.1778   2.174   0.004050
   1.7372   1.813  -0.075288
   1.2464   1.276  -0.029883
   1.6639   1.598   0.065673
   1.5846   1.558   0.026641
   1.9274   2.077  -0.149699
   2.3896   2.377   0.012336
   2.8995   2.530   0.369222
   1.4473   1.417   0.030740
   2.2453   2.281  -0.035388
   2.4385   2.533  -0.094677
   1.4663   1.374   0.092250
   1.5479   1.884  -0.335625
   1.7473   1.683   0.064341
   2.0132   1.957   0.056356
   1.3866   1.733  -0.346496
   1.3393   1.620  -0.280903
   1.1602   1.182  -0.021834
   1.4778   1.811  -0.333130
   2.8699   2.872  -0.002251
   1.7697   1.496   0.273553
   1.6241   1.602   0.022414
   1.6685   1.647   0.021020
   1.7884   1.750   0.038743
   1.7670   2.027  -0.259795
   2.1066   1.807   0.299415
   1.2492   1.062   0.187574
   1.9687   1.941   0.027945
   1.3359   1.876  -0.539770
   1.2771   1.215   0.062454
   1.8166   1.802   0.014912
   1.7096   1.608   0.101332
   2.2469   2.243   0.003932
   1.9782   1.807   0.171117
   2.1820   2.076   0.106265
   1.6704   1.547   0.123659
   2.3855   2.225   0.160931
   2.8644   2.721   0.143826
   1.8507   1.728   0.123050
   1.9799   2.053  -0.073027
   1.4416   1.761  -0.319367
   1.7848   1.850  -0.065346
   1.2034   1.422  -0.218144
   1.9830   2.277  -0.293685
   1.4709   1.614  -0.143526
   1.7551   1.784  -0.029243
   2.3860   2.237   0.149309
   1.2980   1.746  -0.447797
   2.6575   2.655   0.002628
   1.4845   1.665  -0.180416
   1.2912   1.322  -0.030872
   2.3617   1.955   0.406298
   1.7038   1.582   0.121880
   1.7958   1.870  -0.074061
   0.9125   1.269  -0.356393
   1.0010   1.483  -0.481489
   2.0359   1.887   0.148513
   2.0042   1.931   0.073575
   1.9016   1.711   0.190137
   2.2872   2.252   0.035627
   1.8083   1.623   0.185337
   1.3938   1.570  -0.176272
   1.5201   1.541  -0.021287
   1.4058   1.375   0.030617
   2.0776   1.955   0.122934
   1.8526   2.102  -0.249794
   2.1945   1.935   0.259343
   2.3625   2.059   0.303361
   2.4945   2.460   0.034786
   1.7346   1.888  -0.153665
   2.1406   2.108   0.032152
   1.2248   1.701  -0.476515
   1.6261   1.631  -0.005150
   2.0231   2.198  -0.175262
   1.5404   1.703  -0.162508
   1.9013   2.206  -0.304290
   1.2693   1.473  -0.204123
   2.2607   2.242   0.018649
   2.0779   2.056   0.022295
   1.2426   1.497  -0.254814
   1.7561   1.556   0.200085
   1.9144   2.199  -0.285041
   2.1286   2.013   0.115927
   1.3989   1.572  -0.173451
   1.2163   1.159   0.057184
   1.5951   1.548   0.046590
   0.9989   1.308  -0.309116
   1.6640   1.942  -0.278073
   2.1353   2.047   0.087854
   1.2244   1.212   0.012793
   2.0681   1.769   0.299595
   1.2567   1.356  -0.099614
   1.8365   1.907  -0.070132
   2.2400   2.009   0.230626
   2.2546   2.217   0.037092
   1.9266   2.027  -0.100564
   1.7325   2.063  -0.330813
   2.2528   2.318  -0.065061
   1.4726   1.545  -0.072793
   1.6577   1.621   0.036526
   1.7334   1.834  -0.100585
   1.6670   1.703  -0.036291
   3.4753   3.193   0.281971
   1.6076   1.810  -0.202524
   1.9766   1.816   0.160411
   1.7713   1.903  -0.131809
   1.7218   1.949  -0.227207
   1.5111   1.562  -0.051293
   1.4053   1.535  -0.130106
   2.0327   1.686   0.347038
   1.7678   1.499   0.268733
   2.5977   2.207   0.391082
   1.8271   2.015  -0.188255
   1.8867   1.986  -0.099138
   2.3327   2.331   0.001576
   3.2633   2.913   0.350029
   1.6502   1.687  -0.036571
   1.5780   1.674  -0.096333
   2.0376   1.951   0.086445
   1.3992   1.216   0.183265
   2.2416   2.166   0.075715
