   0.1000   2.602
   0.2000   3.204
   0.3000   2.869
   0.4000   3.405
   0.5000   3.958
   0.6000   4.319
   0.7000   5.817
   0.8000   5.536
   0.9000   5.178
   1.0000   6.465
   1.1000   6.414
   1.2000   6.285
   1.3000   6.817
   1.4000   7.004
   1.5000   7.382
   1.6000   8.031
   1.7000   8.111
   1.8000   6.973
   1.9000   8.541
   2.0000   7.918
   2.1000   9.217
   2.2000   7.639
   2.3000   8.210
   2.4000   8.760
   2.5000   8.705
   2.6000   7.293
   2.7000   8.055
   2.8000   8.654
   2.9000   8.577
   3.0000   8.922
   3.1000   8.144
   3.2000   7.437
   3.3000   7.931
   3.4000   7.398
   3.5000   7.925
   3.6000   6.573
   3.7000   6.889
   3.8000   6.251
   3.9000   6.548
   4.0000   6.265
   4.1000   6.106
   4.2000   5.239
