1          1

1          1

2          1

2          1

3          1

4          1

4          1

5          1

5          1

8          1

8          1

8          1

8          1

11         1

11         1

12         1

12         1

15         1

17         1

22         1

23         1

6          1

6          1

6          1

6          0

7          1

9          0

10         1

10         0

11         0

13         1

16         1

17         0

19         0

20         0

22         1

23         1

25         0

32         0

32         0

34         0

35         0
