   0.000   0.04404   20.21   12.009
   0.000   0.04281   19.69   11.771
   1.000   0.05954   19.13   12.420
   1.000   0.12778   20.86   11.828
   0.000   0.10248   19.80   11.875
   0.000   0.15759   21.65   11.159
   0.000   0.07065   20.55   11.549
   0.000   0.13124   21.91   11.037
   1.000   0.10885   21.46   11.824
   0.000   0.12155   22.09   11.317
   0.000   0.12551   21.29   10.869
   0.000   0.19250   20.54   11.548
   0.000   0.14934   20.80   11.222
   0.000   0.23187   21.49   11.004
   0.000   0.24073   22.46   10.739
   0.000   0.24864   21.93   10.872
   0.000   0.17964   21.09   11.471
   1.000   0.21829   22.63   11.703
   0.000   0.22167   20.94   10.307
   0.000   0.20942   22.64   10.700
   0.000   0.26334   20.17   10.866
   1.000   0.27266   20.20   10.879
   0.000   0.29742   23.56   10.896
   0.000   0.26970   21.04   10.500
   0.000   0.32157   23.82   10.308
   1.000   0.33486   21.50    9.953
   1.000   0.33812   23.98   11.492
   0.000   0.33333   22.79    9.698
   0.000   0.33995   24.83    9.599
   0.000   0.36475   21.48   10.757
   0.000   0.40190   24.10   10.209
   1.000   0.38577   23.04   10.459
   0.000   0.41914   23.15   10.055
   0.000   0.43260   22.53    9.255
   0.000   0.37482   23.02   10.679
   1.000   0.43086   22.86    9.922
   0.000   0.44632   23.96    9.807
   1.000   0.41386   23.69    9.184
   0.000   0.43225   23.07    9.701
   0.000   0.43539   22.92    9.237
   0.000   0.50527   23.12    9.514
   1.000   0.47718   23.55    8.697
   1.000   0.46612   22.30    9.458
   1.000   0.50293   24.59    9.361
   1.000   0.53349   23.31    9.112
   0.000   0.50747   24.19    9.215
   1.000   0.48808   24.30    9.464
   0.000   0.52709   24.68    9.318
   1.000   0.57538   24.69    9.301
   1.000   0.50936   24.89    8.787
   1.000   0.53406   26.19    8.494
   1.000   0.55168   27.50    8.964
   0.000   0.57115   26.72    9.580
   0.000   0.58908   25.39    8.623
   0.000   0.56145   23.00    8.760
   1.000   0.59427   24.36    8.490
   0.000   0.66167   24.49    8.030
   0.000   0.61638   25.66    8.731
   1.000   0.64577   25.93    8.382
   1.000   0.66700   26.51    8.217
   1.000   0.68021   25.94    8.668
   0.000   0.62066   26.02    8.301
   1.000   0.64929   26.64    8.465
   1.000   0.65709   29.08    7.689
   1.000   0.74261   24.56    7.721
   1.000   0.67925   27.36    8.492
   0.000   0.74963   25.97    7.538
   1.000   0.70753   26.77    7.484
   1.000   0.73794   24.86    8.247
   1.000   0.70838   28.47    8.838
   1.000   0.78214   26.40    7.913
   0.000   0.76634   27.20    7.749
   1.000   0.76253   27.36    8.208
   1.000   0.77074   27.75    7.716
   1.000   0.76536   27.61    7.132
   1.000   0.85126   26.11    6.341
   1.000   0.83073   28.30    6.767
   1.000   0.86671   29.15    6.807
   1.000   0.84440   28.11    6.882
   0.000   0.80449   27.43    7.825
   1.000   0.83636   28.24    7.355
   1.000   0.87921   28.71    7.115
   1.000   0.90309   28.45    7.388
   0.000   0.89060   29.02    6.738
   0.000   0.92960   28.97    6.949
   1.000   0.89567   27.93    6.565
   1.000   0.96085   28.28    6.958
   1.000   0.91856   28.30    6.409
   1.000   0.91456   29.11    6.852
   1.000   0.93317   30.10    7.012
   0.000   0.98625   29.72    6.680
   1.000   0.94701   27.96    6.520
   1.000   0.96333   30.10    6.265
   0.000   0.94651   29.09    6.280
   1.000   1.02472   28.26    6.396
   0.000   0.96024   30.22    5.509
   1.000   0.98322   29.12    6.121
   1.000   1.00166   30.31    6.077
   1.000   1.05342   30.65    5.051
   0.000   1.08014   30.57    6.642
   0.000   0.04404   20.21   12.009
   1.000   0.04281   19.69   11.771
   0.000   0.05954   19.13   12.420
   0.000   0.12778   20.86   11.828
   1.000   0.10248   19.80   11.875
   1.000   0.15759   21.65   11.159
   0.000   0.07065   20.55   11.549
   0.000   0.13124   21.91   11.037
   0.000   0.10885   21.46   11.824
   0.000   0.12155   22.09   11.317
   0.000   0.12551   21.29   10.869
   0.000   0.19250   20.54   11.548
   0.000   0.14934   20.80   11.222
   0.000   0.23187   21.49   11.004
   1.000   0.24073   22.46   10.739
   0.000   0.24864   21.93   10.872
   0.000   0.17964   21.09   11.471
   0.000   0.21829   22.63   11.703
   0.000   0.22167   20.94   10.307
   0.000   0.20942   22.64   10.700
   0.000   0.26334   20.17   10.866
   1.000   0.27266   20.20   10.879
   0.000   0.29742   23.56   10.896
   1.000   0.26970   21.04   10.500
   1.000   0.32157   23.82   10.308
   0.000   0.33486   21.50    9.953
   1.000   0.33812   23.98   11.492
   0.000   0.33333   22.79    9.698
