   0.000   1.000   12.449
   0.000   1.000   12.975
   0.000   1.000    9.837
   0.000   1.000   10.260
   0.000   1.000   10.833
   0.000   1.000   10.718
   0.000   1.000   15.228
   0.000   1.000   12.704
   0.000   1.000    9.951
   1.000   1.000   13.860
   0.000   1.000   12.496
   1.000   1.000   10.902
   0.000   1.000   12.027
   0.000   1.000   11.857
   0.000   1.000   12.528
   0.000   1.000   14.362
   0.000   1.000   14.003
   0.000   1.000    8.852
   0.000   1.000   14.603
   0.000   1.000   11.672
   1.000   1.000   16.507
   0.000   1.000    9.915
   0.000   1.000   12.002
   1.000   1.000   14.079
   1.000   1.000   13.821
   0.000   2.000    8.213
   0.000   2.000   11.381
   1.000   2.000   13.977
   1.000   2.000   13.949
   1.000   2.000   15.688
   0.000   2.000   13.017
   0.000   2.000   10.708
   0.000   2.000   13.285
   0.000   2.000   11.831
   0.000   2.000   14.701
   0.000   2.000   10.131
   0.000   2.000   12.316
   0.000   2.000   10.763
   1.000   2.000   13.030
   0.000   2.000   13.061
   1.000   2.000   13.663
   1.000   2.000   11.518
   0.000   2.000    8.707
   0.000   2.000    8.413
   1.000   2.000   11.535
   0.000   2.000   12.625
   0.000   2.000   10.952
   0.000   2.000   13.764
   0.000   2.000   11.947
   1.000   2.000    8.439
   1.000   3.000   10.689
   0.000   3.000   10.434
   0.000   3.000   13.310
   1.000   3.000   14.660
   0.000   3.000   15.283
   0.000   3.000    9.482
   1.000   3.000   14.245
   0.000   3.000   15.295
   1.000   3.000    9.177
   0.000   3.000   12.331
   0.000   3.000   11.206
   1.000   3.000   12.713
   1.000   3.000   11.499
   0.000   3.000   10.825
   1.000   3.000    7.672
   0.000   3.000   11.938
   1.000   3.000   16.551
   1.000   3.000   10.029
   1.000   3.000   10.711
   0.000   3.000   10.993
   1.000   3.000   11.594
   1.000   3.000   13.064
   0.000   3.000   11.918
   0.000   3.000    6.598
   1.000   3.000   12.631
