  20.000   1.000    5.385
  34.000   1.000    7.413
   1.000   1.000    9.266
   2.000   1.000    6.228
   3.000   1.000    5.229
   3.000   1.000    9.699
  50.000   0.000    1.973
  26.000   1.000    5.838
   1.000   1.000    2.088
  50.000   0.000    0.237
  21.000   1.000    6.814
   3.000   1.000    5.502
  13.000   1.000    1.137
  11.000   1.000    6.323
  22.000   1.000    7.384
  50.000   0.000    8.713
  50.000   0.000    7.458
   1.000   1.000    1.424
  50.000   0.000    1.312
   9.000   1.000    5.162
  50.000   0.000    7.187
   1.000   1.000    4.677
  13.000   1.000    6.548
  50.000   0.000    5.903
  50.000   0.000    2.113
   1.000   1.000    7.617
   6.000   1.000    3.737
  50.000   0.000    8.972
  50.000   0.000    6.523
  50.000   0.000    2.165
  36.000   1.000    4.895
   3.000   1.000    6.538
  46.000   1.000    1.674
  10.000   1.000    6.726
  50.000   0.000    2.671
   1.000   1.000    4.949
  18.000   1.000    4.819
   3.000   1.000    5.080
  36.000   1.000    3.532
  37.000   1.000    4.406
  50.000   0.000    6.286
   7.000   1.000    5.529
   1.000   1.000    2.270
   1.000   1.000    5.245
   7.000   1.000    9.675
  24.000   1.000    5.610
   4.000   1.000    4.297
  50.000   0.000    3.179
  12.000   1.000    6.776
  17.000   1.000    0.466
   1.000   1.000    0.626
   1.000   1.000    1.221
   1.000   1.000    0.124
  21.000   1.000    0.320
  50.000   0.000    2.282
  50.000   0.000    0.287
   1.000   1.000    3.468
  46.000   1.000    7.314
  50.000   0.000    4.901
   1.000   1.000    5.418
   8.000   1.000    6.344
   2.000   1.000    1.163
  12.000   1.000   12.126
   3.000   1.000   11.561
   2.000   1.000    8.333
   1.000   1.000    0.055
   5.000   1.000   10.583
  50.000   0.000    9.534
   1.000   1.000   13.182
   2.000   1.000   10.156
   2.000   1.000   16.881
   4.000   1.000   15.452
  17.000   1.000   16.831
   5.000   1.000   18.947
   1.000   1.000   19.099
  11.000   1.000   19.000
   8.000   1.000    9.652
   1.000   1.000    1.544
   5.000   1.000   10.786
   2.000   1.000    4.130
  41.000   1.000    2.200
   5.000   1.000    7.567
  21.000   1.000   14.581
   1.000   1.000   26.259
  38.000   1.000    0.440
  50.000   0.000   18.188
   3.000   1.000    6.789
  19.000   1.000   16.669
   4.000   1.000   38.177
   7.000   1.000   29.154
   1.000   1.000   14.578
  46.000   1.000    1.569
   2.000   1.000    0.345
   5.000   1.000   33.929
  40.000   1.000   28.958
   4.000   1.000   38.139
  50.000   0.000   26.822
   2.000   1.000   39.501
   1.000   1.000    9.264
  17.000   1.000   22.880
   7.000   1.000   27.480
   1.000   1.000   35.069
   5.000   1.000    4.974
   1.000   1.000   41.521
   1.000   1.000   42.090
   5.000   1.000   25.037
   6.000   1.000    9.509
   2.000   1.000   23.682
  24.000   1.000    0.352
   1.000   1.000   19.589
   1.000   1.000    7.426
   1.000   1.000    7.913
   1.000   1.000    2.370
   7.000   1.000    5.533
  13.000   1.000   18.800
   6.000   1.000   18.508
  11.000   1.000    3.343
  46.000   1.000   26.926
   5.000   1.000    2.388
  14.000   1.000   21.567
   2.000   1.000    5.594
   1.000   1.000   17.150
  20.000   1.000   15.986
   2.000   1.000    1.588
  20.000   1.000    2.055
   1.000   1.000   16.074
  23.000   1.000   12.086
  11.000   1.000   20.524
   1.000   1.000    6.493
   1.000   1.000    7.258
  20.000   1.000   16.635
   9.000   1.000   10.324
   1.000   1.000    5.228
   1.000   1.000    0.784
   1.000   1.000    5.587
   1.000   1.000    5.011
   7.000   1.000    7.441
  11.000   1.000    3.690
   1.000   1.000    4.708
   3.000   1.000    9.207
   1.000   1.000    1.400
   5.000   1.000    6.309
   9.000   1.000    1.784
  21.000   1.000    0.767
  10.000   1.000    1.993
  11.000   1.000    1.030
  30.000   1.000    2.875
   1.000   1.000    1.820
   1.000   1.000    0.974
  17.000   1.000    0.100
